Institute,Academic Program Name,Quota,Seat Type,Gender,Opening Rank,Closing Rank,Year,Round
Indian Institute of Technology Jammu,"Computer Science and Engineering (4 Years, Bachelor of
                        Technology)",AI,OPEN,Female-only (including Supernumerary),8521,9840,2023,4
Indian Institute of Technology Jammu,"Computer Science and Engineering (4 Years, Bachelor of
                        Technology)",AI,EWS,Gender-Neutral,761,886,2023,4
Indian Institute of Technology Jammu,"Computer Science and Engineering (4 Years, Bachelor of
                        Technology)",AI,EWS,Female-only (including Supernumerary),1496,1496,2023,4
Indian Institute of Technology Jammu,"Computer Science and Engineering (4 Years, Bachelor of
                        Technology)",AI,OBC-NCL,Gender-Neutral,1365,2295,2023,4
Indian Institute of Technology Jammu,"Computer Science and Engineering (4 Years, Bachelor of
                        Technology)",AI,OBC-NCL,Female-only (including Supernumerary),4481,5063,2023,4
Indian Institute of Technology Jammu,"Computer Science and Engineering (4 Years, Bachelor of
                        Technology)",AI,SC,Gender-Neutral,943,995,2023,4
Indian Institute of Technology Jammu,"Computer Science and Engineering (4 Years, Bachelor of
                        Technology)",AI,SC,Female-only (including Supernumerary),1986,1986,2023,4
Indian Institute of Technology Jammu,"Computer Science and Engineering (4 Years, Bachelor of
                        Technology)",AI,ST,Gender-Neutral,575,696,2023,4
Indian Institute of Technology Jammu,"Electrical Engineering (4 Years, Bachelor of
                        Technology)",AI,OPEN,Gender-Neutral,8695,9241,2023,4
Indian Institute of Technology Jammu,"Electrical Engineering (4 Years, Bachelor of
                        Technology)",AI,OPEN,Female-only (including Supernumerary),13533,14564,2023,4
Indian Institute of Technology Jammu,"Electrical Engineering (4 Years, Bachelor of
                        Technology)",AI,EWS,Gender-Neutral,1470,1624,2023,4
Indian Institute of Technology Jammu,"Electrical Engineering (4 Years, Bachelor of
                        Technology)",AI,EWS,Female-only (including Supernumerary),3217,3217,2023,4
Indian Institute of Technology Jammu,"Electrical Engineering (4 Years, Bachelor of
                        Technology)",AI,OBC-NCL,Gender-Neutral,2969,3611,2023,4
Indian Institute of Technology Jammu,"Electrical Engineering (4 Years, Bachelor of
                        Technology)",AI,OBC-NCL,Female-only (including Supernumerary),6398,6603,2023,4
Indian Institute of Technology Jammu,"Electrical Engineering (4 Years, Bachelor of
                        Technology)",AI,SC,Gender-Neutral,1935,2205,2023,4
Indian Institute of Technology Jammu,"Electrical Engineering (4 Years, Bachelor of
                        Technology)",AI,SC,Female-only (including Supernumerary),3326,3326,2023,4
Indian Institute of Technology Jammu,"Electrical Engineering (4 Years, Bachelor of
                        Technology)",AI,ST,Gender-Neutral,876,1075,2023,4
Indian Institute of Technology Jammu,"Materials Engineering (4 Years, Bachelor of
                        Technology)",AI,OPEN,Gender-Neutral,14216,15875,2023,4
Indian Institute of Technology Jammu,"Materials Engineering (4 Years, Bachelor of
                        Technology)",AI,OPEN,Female-only (including Supernumerary),22786,23287,2023,4
Indian Institute of Technology Jammu,"Materials Engineering (4 Years, Bachelor of
                        Technology)",AI,EWS,Gender-Neutral,2487,2511,2023,4
Indian Institute of Technology Jammu,"Materials Engineering (4 Years, Bachelor of
                        Technology)",AI,EWS,Female-only (including Supernumerary),4166,4166,2023,4
Indian Institute of Technology Jammu,"Materials Engineering (4 Years, Bachelor of
                        Technology)",AI,OBC-NCL,Gender-Neutral,5818,6027,2023,4
Indian Institute of Technology Jammu,"Materials Engineering (4 Years, Bachelor of
                        Technology)",AI,SC,Gender-Neutral,2962,3290,2023,4
Indian Institute of Technology Jammu,"Materials Engineering (4 Years, Bachelor of
                        Technology)",AI,SC,Female-only (including Supernumerary),4560,4560,2023,4
Indian Institute of Technology Jammu,"Materials Engineering (4 Years, Bachelor of
                        Technology)",AI,ST,Gender-Neutral,1429,1535,2023,4
Indian Institute of Technology Jammu,"Materials Engineering (4 Years, Bachelor of
                        Technology)",AI,ST,Female-only (including Supernumerary),645P,645P,2023,4
Indian Institute of Technology Jammu,"Mathematics and Computing (4 Years, Bachelor of
                        Technology)",AI,OPEN,Gender-Neutral,5536,7667,2023,4
Indian Institute of Technology Jammu,"Mathematics and Computing (4 Years, Bachelor of
                        Technology)",AI,OPEN,Female-only (including Supernumerary),10282,13480,2023,4
Indian Institute of Technology Jammu,"Mathematics and Computing (4 Years, Bachelor of
                        Technology)",AI,EWS,Gender-Neutral,1097,1139,2023,4
Indian Institute of Technology Jammu,"Mathematics and Computing (4 Years, Bachelor of
                        Technology)",AI,OBC-NCL,Gender-Neutral,2796,3128,2023,4
Indian Institute of Technology Jammu,"Mathematics and Computing (4 Years, Bachelor of
                        Technology)",AI,OBC-NCL,Female-only (including Supernumerary),5459,6104,2023,4
Indian Institute of Technology Jammu,"Mathematics and Computing (4 Years, Bachelor of
                        Technology)",AI,SC,Gender-Neutral,1679,1902,2023,4
Indian Institute of Technology Jammu,"Mathematics and Computing (4 Years, Bachelor of
                        Technology)",AI,SC,Female-only (including Supernumerary),2868,3007,2023,4
Indian Institute of Technology Jammu,"Mathematics and Computing (4 Years, Bachelor of
                        Technology)",AI,ST,Gender-Neutral,809,837,2023,4
Indian Institute of Technology Jammu,"Mechanical Engineering (4 Years, Bachelor of
                        Technology)",AI,OPEN,Gender-Neutral,9849,12601,2023,4
Indian Institute of Technology Jammu,"Mechanical Engineering (4 Years, Bachelor of
                        Technology)",AI,OPEN,Female-only (including Supernumerary),18797,20425,2023,4
Indian Institute of Technology Jammu,"Mechanical Engineering (4 Years, Bachelor of
                        Technology)",AI,EWS,Gender-Neutral,1948,2120,2023,4
Indian Institute of Technology Jammu,"Mechanical Engineering (4 Years, Bachelor of
                        Technology)",AI,EWS,Female-only (including Supernumerary),3769,3769,2023,4
Indian Institute of Technology Jammu,"Mechanical Engineering (4 Years, Bachelor of
                        Technology)",AI,OBC-NCL,Gender-Neutral,4197,4906,2023,4
Indian Institute of Technology Jammu,"Mechanical Engineering (4 Years, Bachelor of
                        Technology)",AI,OBC-NCL,Female-only (including Supernumerary),7971,8340,2023,4
Indian Institute of Technology Jammu,"Mechanical Engineering (4 Years, Bachelor of
                        Technology)",AI,SC,Gender-Neutral,2162,2660,2023,4
Indian Institute of Technology Jammu,"Mechanical Engineering (4 Years, Bachelor of
                        Technology)",AI,SC,Female-only (including Supernumerary),4039,4039,2023,4
Indian Institute of Technology Jammu,"Mechanical Engineering (4 Years, Bachelor of
                        Technology)",AI,ST,Gender-Neutral,1194,1212,2023,4
Indian Institute of Technology Jammu,"Mechanical Engineering (4 Years, Bachelor of
                        Technology)",AI,ST,Female-only (including Supernumerary),282P,282P,2023,4
Indian Institute of Technology Dharwad,"Chemical and Biochemical Engineering (4 Years, Bachelor
                        of Technology)",AI,OPEN,Gender-Neutral,13177,14955,2023,4
Indian Institute of Technology Dharwad,"Chemical and Biochemical Engineering (4 Years, Bachelor
                        of Technology)",AI,OPEN,Female-only (including Supernumerary),19087,19087,2023,4
Indian Institute of Technology Dharwad,"Chemical and Biochemical Engineering (4 Years, Bachelor
                        of Technology)",AI,EWS,Gender-Neutral,2411,2411,2023,4
Indian Institute of Technology Dharwad,"Chemical and Biochemical Engineering (4 Years, Bachelor
                        of Technology)",AI,OBC-NCL,Gender-Neutral,5434,5555,2023,4
Indian Institute of Technology Dharwad,"Chemical and Biochemical Engineering (4 Years, Bachelor
                        of Technology)",AI,SC,Gender-Neutral,2576,2773,2023,4
Indian Institute of Technology Dharwad,"Chemical and Biochemical Engineering (4 Years, Bachelor
                        of Technology)",AI,SC,Female-only (including Supernumerary),3977,3977,2023,4
Indian Institute of Technology Dharwad,"Chemical and Biochemical Engineering (4 Years, Bachelor
                        of Technology)",AI,ST,Gender-Neutral,1343,1343,2023,4
Indian Institute of Technology Dharwad,"Civil and Infrastructure Engineering (4 Years, Bachelor
                        of Technology)",AI,OPEN,Gender-Neutral,13362,15032,2023,4
Indian Institute of Technology Dharwad,"Civil and Infrastructure Engineering (4 Years, Bachelor
                        of Technology)",AI,OPEN,Female-only (including Supernumerary),22017,22017,2023,4
Indian Institute of Technology Dharwad,"Civil and Infrastructure Engineering (4 Years, Bachelor
                        of Technology)",AI,EWS,Gender-Neutral,2372,2372,2023,4
Indian Institute of Technology Dharwad,"Civil and Infrastructure Engineering (4 Years, Bachelor
                        of Technology)",AI,OBC-NCL,Gender-Neutral,4734,5548,2023,4
Indian Institute of Technology Dharwad,"Civil and Infrastructure Engineering (4 Years, Bachelor
                        of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),8726,8726,2023,4
Indian Institute of Technology Dharwad,"Civil and Infrastructure Engineering (4 Years, Bachelor
                        of Technology)",AI,SC,Gender-Neutral,2774,2872,2023,4
Indian Institute of Technology Dharwad,"Civil and Infrastructure Engineering (4 Years, Bachelor
                        of Technology)",AI,SC,Female-only (including Supernumerary),4137,4137,2023,4
Indian Institute of Technology Dharwad,"Civil and Infrastructure Engineering (4 Years, Bachelor
                        of Technology)",AI,ST,Gender-Neutral,1200,1200,2023,4
Indian Institute of Technology Dharwad,"Computer Science and Engineering (4 Years, Bachelor of
                        Technology)",AI,OPEN,Gender-Neutral,3889,5470,2023,4
Indian Institute of Technology Dharwad,"Computer Science and Engineering (4 Years, Bachelor of
                        Technology)",AI,OPEN,Female-only (including Supernumerary),6099,10263,2023,4
Indian Institute of Technology Dharwad,"Computer Science and Engineering (4 Years, Bachelor of
                        Technology)",AI,OPEN (PwD),Gender-Neutral,129,129,2023,4
Indian Institute of Technology Dharwad,"Computer Science and Engineering (4 Years, Bachelor of
                        Technology)",AI,EWS,Gender-Neutral,675,785,2023,4
Indian Institute of Technology Dharwad,"Computer Science and Engineering (4 Years, Bachelor of
                        Technology)",AI,EWS,Female-only (including Supernumerary),1485,1485,2023,4
Indian Institute of Technology Dharwad,"Computer Science and Engineering (4 Years, Bachelor of
                        Technology)",AI,OBC-NCL,Gender-Neutral,1644,2261,2023,4
Indian Institute of Technology Dharwad,"Computer Science and Engineering (4 Years, Bachelor of
                        Technology)",AI,OBC-NCL,Female-only (including Supernumerary),3237,3580,2023,4
Indian Institute of Technology Dharwad,"Computer Science and Engineering (4 Years, Bachelor of
                        Technology)",AI,OBC-NCL (PwD),Gender-Neutral,69,69,2023,4
Indian Institute of Technology Dharwad,"Computer Science and Engineering (4 Years, Bachelor of
                        Technology)",AI,SC,Gender-Neutral,509,1172,2023,4
Indian Institute of Technology Dharwad,"Computer Science and Engineering (4 Years, Bachelor of
                        Technology)",AI,SC,Female-only (including Supernumerary),1539,1595,2023,4
Indian Institute of Technology Dharwad,"Computer Science and Engineering (4 Years, Bachelor of
                        Technology)",AI,ST,Gender-Neutral,350,400,2023,4
Indian Institute of Technology Dharwad,"Computer Science and Engineering (4 Years, Bachelor of
                        Technology)",AI,ST,Female-only (including Supernumerary),613,613,2023,4
Indian Institute of Technology Dharwad,"Electrical Engineering (4 Years, Bachelor of
                        Technology)",AI,OPEN,Gender-Neutral,6678,9682,2023,4
Indian Institute of Technology Dharwad,"Electrical Engineering (4 Years, Bachelor of
                        Technology)",AI,OPEN,Female-only (including Supernumerary),13435,14632,2023,4
Indian Institute of Technology Dharwad,"Electrical Engineering (4 Years, Bachelor of
                        Technology)",AI,OPEN (PwD),Gender-Neutral,104P,104P,2023,4
Indian Institute of Technology Dharwad,"Electrical Engineering (4 Years, Bachelor of
                        Technology)",AI,EWS,Gender-Neutral,1462,1547,2023,4
Indian Institute of Technology Dharwad,"Electrical Engineering (4 Years, Bachelor of
                        Technology)",AI,EWS,Female-only (including Supernumerary),2770,2770,2023,4
Indian Institute of Technology Dharwad,"Electrical Engineering (4 Years, Bachelor of
                        Technology)",AI,OBC-NCL,Gender-Neutral,2920,3841,2023,4
Indian Institute of Technology Dharwad,"Electrical Engineering (4 Years, Bachelor of
                        Technology)",AI,OBC-NCL,Female-only (including Supernumerary),5922,6415,2023,4
Indian Institute of Technology Dharwad,"Electrical Engineering (4 Years, Bachelor of
                        Technology)",AI,SC,Gender-Neutral,1367,2125,2023,4
Indian Institute of Technology Dharwad,"Electrical Engineering (4 Years, Bachelor of
                        Technology)",AI,SC,Female-only (including Supernumerary),2761,2927,2023,4
Indian Institute of Technology Dharwad,"Electrical Engineering (4 Years, Bachelor of
                        Technology)",AI,ST,Gender-Neutral,854,871,2023,4
Indian Institute of Technology Dharwad,"Electrical Engineering (4 Years, Bachelor of
                        Technology)",AI,ST,Female-only (including Supernumerary),1321,1321,2023,4
Indian Institute of Technology Dharwad,"Engineering Physics (4 Years, Bachelor of
                        Technology)",AI,OPEN,Gender-Neutral,9879,11432,2023,4
Indian Institute of Technology Dharwad,"Engineering Physics (4 Years, Bachelor of
                        Technology)",AI,OPEN,Female-only (including Supernumerary),19130,19130,2023,4
Indian Institute of Technology Dharwad,"Engineering Physics (4 Years, Bachelor of
                        Technology)",AI,EWS,Gender-Neutral,2309,2309,2023,4
Indian Institute of Technology Dharwad,"Engineering Physics (4 Years, Bachelor of
                        Technology)",AI,OBC-NCL,Gender-Neutral,5074,5384,2023,4
Indian Institute of Technology Dharwad,"Engineering Physics (4 Years, Bachelor of
                        Technology)",AI,SC,Gender-Neutral,2536,2863,2023,4
Indian Institute of Technology Dharwad,"Engineering Physics (4 Years, Bachelor of
                        Technology)",AI,SC,Female-only (including Supernumerary),4031,4031,2023,4
Indian Institute of Technology Dharwad,"Engineering Physics (4 Years, Bachelor of
                        Technology)",AI,ST,Gender-Neutral,1346,1346,2023,4
Indian Institute of Technology Dharwad,"Interdisciplinary Sciences (5 Years, Bachelor of
                        Science and Master of Science (Dual Degree))",AI,OPEN,Gender-Neutral,11702,16476,2023,4
Indian Institute of Technology Dharwad,"Interdisciplinary Sciences (5 Years, Bachelor of
                        Science and Master of Science (Dual Degree))",AI,OPEN,Female-only (including Supernumerary),19685,24882,2023,4
Indian Institute of Technology Dharwad,"Interdisciplinary Sciences (5 Years, Bachelor of
                        Science and Master of Science (Dual Degree))",AI,EWS,Gender-Neutral,2499,2567,2023,4
Indian Institute of Technology Dharwad,"Interdisciplinary Sciences (5 Years, Bachelor of
                        Science and Master of Science (Dual Degree))",AI,EWS,Female-only (including Supernumerary),4422,4422,2023,4
Indian Institute of Technology Dharwad,"Interdisciplinary Sciences (5 Years, Bachelor of
                        Science and Master of Science (Dual Degree))",AI,OBC-NCL,Gender-Neutral,6116,6347,2023,4
Indian Institute of Technology Dharwad,"Interdisciplinary Sciences (5 Years, Bachelor of
                        Science and Master of Science (Dual Degree))",AI,SC,Gender-Neutral,2862,3377,2023,4
Indian Institute of Technology Dharwad,"Interdisciplinary Sciences (5 Years, Bachelor of
                        Science and Master of Science (Dual Degree))",AI,SC,Female-only (including Supernumerary),4323,4704,2023,4
Indian Institute of Technology Dharwad,"Interdisciplinary Sciences (5 Years, Bachelor of
                        Science and Master of Science (Dual Degree))",AI,ST,Gender-Neutral,1534,1549,2023,4
Indian Institute of Technology Dharwad,"Interdisciplinary Sciences (5 Years, Bachelor of
                        Science and Master of Science (Dual Degree))",AI,ST,Female-only (including Supernumerary),638P,638P,2023,4
Indian Institute of Technology Dharwad,"Mathematics and Computing (4 Years, Bachelor of
                        Technology)",AI,OPEN,Gender-Neutral,5543,6652,2023,4
Indian Institute of Technology Dharwad,"Mathematics and Computing (4 Years, Bachelor of
                        Technology)",AI,OPEN,Female-only (including Supernumerary),11118,11274,2023,4
Indian Institute of Technology Dharwad,"Mathematics and Computing (4 Years, Bachelor of
                        Technology)",AI,OPEN (PwD),Gender-Neutral,155P,155P,2023,4
Indian Institute of Technology Dharwad,"Mathematics and Computing (4 Years, Bachelor of
                        Technology)",AI,EWS,Gender-Neutral,962,998,2023,4
Indian Institute of Technology Dharwad,"Mathematics and Computing (4 Years, Bachelor of
                        Technology)",AI,EWS,Female-only (including Supernumerary),1927,1927,2023,4
Indian Institute of Technology Dharwad,"Mathematics and Computing (4 Years, Bachelor of
                        Technology)",AI,OBC-NCL,Gender-Neutral,2636,3049,2023,4
Indian Institute of Technology Dharwad,"Mathematics and Computing (4 Years, Bachelor of
                        Technology)",AI,OBC-NCL,Female-only (including Supernumerary),5126,5177,2023,4
Indian Institute of Technology Dharwad,"Mathematics and Computing (4 Years, Bachelor of
                        Technology)",AI,SC,Gender-Neutral,1497,1821,2023,4
Indian Institute of Technology Dharwad,"Mathematics and Computing (4 Years, Bachelor of
                        Technology)",AI,SC,Female-only (including Supernumerary),1966,2032,2023,4
Indian Institute of Technology Dharwad,"Mathematics and Computing (4 Years, Bachelor of
                        Technology)",AI,ST,Gender-Neutral,602,828,2023,4
Indian Institute of Technology Dharwad,"Mechanical Engineering (4 Years, Bachelor of
                        Technology)",AI,OPEN,Gender-Neutral,10192,12702,2023,4
Indian Institute of Technology Dharwad,"Mechanical Engineering (4 Years, Bachelor of
                        Technology)",AI,OPEN,Female-only (including Supernumerary),17969,21060,2023,4
Indian Institute of Technology Dharwad,"Mechanical Engineering (4 Years, Bachelor of
                        Technology)",AI,EWS,Gender-Neutral,1828,2009,2023,4
Indian Institute of Technology Dharwad,"Mechanical Engineering (4 Years, Bachelor of
                        Technology)",AI,EWS,Female-only (including Supernumerary),3845,3845,2023,4
Indian Institute of Technology Dharwad,"Mechanical Engineering (4 Years, Bachelor of
                        Technology)",AI,OBC-NCL,Gender-Neutral,4543,4884,2023,4
Indian Institute of Technology Dharwad,"Mechanical Engineering (4 Years, Bachelor of
                        Technology)",AI,OBC-NCL,Female-only (including Supernumerary),7075,7422,2023,4
Indian Institute of Technology Dharwad,"Mechanical Engineering (4 Years, Bachelor of
                        Technology)",AI,SC,Gender-Neutral,2166,2726,2023,4
Indian Institute of Technology Dharwad,"Mechanical Engineering (4 Years, Bachelor of
                        Technology)",AI,SC,Female-only (including Supernumerary),3058,3058,2023,4
Indian Institute of Technology Dharwad,"Mechanical Engineering (4 Years, Bachelor of
                        Technology)",AI,ST,Gender-Neutral,1108,1113,2023,4
Indian Institute of Technology Dharwad,"Mechanical Engineering (4 Years, Bachelor of
                        Technology)",AI,ST,Female-only (including Supernumerary),1465,1465,2023,4
Indian Institute of Technology Bhilai,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,3447,5457,2023,5
Indian Institute of Technology Bhilai,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),7882,9661,2023,5
Indian Institute of Technology Bhilai,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN (PwD),Gender-Neutral,162,162,2023,5
Indian Institute of Technology Bhilai,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,755,904,2023,5
Indian Institute of Technology Bhilai,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,1545,2417,2023,5
Indian Institute of Technology Bhilai,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),3281,4225,2023,5
Indian Institute of Technology Bhilai,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,1046,1283,2023,5
Indian Institute of Technology Bhilai,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),1586,1966,2023,5
Indian Institute of Technology Bhilai,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,444,508,2023,5
Indian Institute of Technology Bhilai,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,ST,Female-only (including Supernumerary),894,894,2023,5
Indian Institute of Technology Bhilai,"Data Science and Artificial Intelligence (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,5575,6309,2023,5
Indian Institute of Technology Bhilai,"Data Science and Artificial Intelligence (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),10880,11200,2023,5
Indian Institute of Technology Bhilai,"Data Science and Artificial Intelligence (4 Years, Bachelor of Technology)",AI,OPEN (PwD),Gender-Neutral,195,195,2023,5
Indian Institute of Technology Bhilai,"Data Science and Artificial Intelligence (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,878,962,2023,5
Indian Institute of Technology Bhilai,"Data Science and Artificial Intelligence (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,2484,2631,2023,5
Indian Institute of Technology Bhilai,"Data Science and Artificial Intelligence (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),4234,4366,2023,5
Indian Institute of Technology Bhilai,"Data Science and Artificial Intelligence (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,949,1389,2023,5
Indian Institute of Technology Bhilai,"Data Science and Artificial Intelligence (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),2358,2404,2023,5
Indian Institute of Technology Bhilai,"Data Science and Artificial Intelligence (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,695,743,2023,5
Indian Institute of Technology Bhilai,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,6424,10068,2023,5
Indian Institute of Technology Bhilai,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),14535,15432,2023,5
Indian Institute of Technology Bhilai,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,1522,1638,2023,5
Indian Institute of Technology Bhilai,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),2890,2975,2023,5
Indian Institute of Technology Bhilai,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,3332,4063,2023,5
Indian Institute of Technology Bhilai,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),5141,6203,2023,5
Indian Institute of Technology Bhilai,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,1963,2180,2023,5
Indian Institute of Technology Bhilai,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),2651,2651,2023,5
Indian Institute of Technology Bhilai,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,993,1024,2023,5
Indian Institute of Technology Bhilai,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,ST,Female-only (including Supernumerary),1371,1371,2023,5
Indian Institute of Technology Bhilai,"Materials Science and Metallurgical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,15251,15722,2023,5
Indian Institute of Technology Bhilai,"Materials Science and Metallurgical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),21952,22150,2023,5
Indian Institute of Technology Bhilai,"Materials Science and Metallurgical Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,2341,2341,2023,5
Indian Institute of Technology Bhilai,"Materials Science and Metallurgical Engineering (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),4192,4192,2023,5
Indian Institute of Technology Bhilai,"Materials Science and Metallurgical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,5708,6019,2023,5
Indian Institute of Technology Bhilai,"Materials Science and Metallurgical Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,2975,3183,2023,5
Indian Institute of Technology Bhilai,"Materials Science and Metallurgical Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,1409,1409,2023,5
Indian Institute of Technology Bhilai,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,10286,13282,2023,5
Indian Institute of Technology Bhilai,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),19413,21772,2023,5
Indian Institute of Technology Bhilai,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,2019,2138,2023,5
Indian Institute of Technology Bhilai,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),3477,3884,2023,5
Indian Institute of Technology Bhilai,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,4174,4839,2023,5
Indian Institute of Technology Bhilai,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),7949,8264,2023,5
Indian Institute of Technology Bhilai,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,2612,2772,2023,5
Indian Institute of Technology Bhilai,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),4230,4230,2023,5
Indian Institute of Technology Bhilai,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,1034,1167,2023,5
Indian Institute of Technology Bhilai,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,ST,Female-only (including Supernumerary),82P,82P,2023,5
Indian Institute of Technology Bhilai,"Mechatronics Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,10302,10683,2023,5
Indian Institute of Technology Bhilai,"Mechatronics Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),17326,17969,2023,5
Indian Institute of Technology Bhilai,"Mechatronics Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,1673,1866,2023,5
Indian Institute of Technology Bhilai,"Mechatronics Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,3631,4521,2023,5
Indian Institute of Technology Bhilai,"Mechatronics Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),8020,8020,2023,5
Indian Institute of Technology Bhilai,"Mechatronics Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,2356,2611,2023,5
Indian Institute of Technology Bhilai,"Mechatronics Engineering (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),4239,4239,2023,5
Indian Institute of Technology Bhilai,"Mechatronics Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,1050,1050,2023,5
Indian Institute of Technology Goa,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,3095,3910,2023,5
Indian Institute of Technology Goa,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),6983,7646,2023,5
Indian Institute of Technology Goa,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,557,609,2023,5
Indian Institute of Technology Goa,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),1454,1454,2023,5
Indian Institute of Technology Goa,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,EWS (PwD),Gender-Neutral,4P,4P,2023,5
Indian Institute of Technology Goa,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,1409,1630,2023,5
Indian Institute of Technology Goa,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),3025,3678,2023,5
Indian Institute of Technology Goa,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,711,891,2023,5
Indian Institute of Technology Goa,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),1903,1903,2023,5
Indian Institute of Technology Goa,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,305,369,2023,5
Indian Institute of Technology Goa,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,ST,Female-only (including Supernumerary),908,908,2023,5
Indian Institute of Technology Goa,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,6094,8173,2023,5
Indian Institute of Technology Goa,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),11818,14463,2023,5
